antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Rain, Hail, Snow, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Snow","Precipitation, Storm, Cold",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Fog","Precipitation, Storm, Cold",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Fog, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Fog, Hail","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Hail, Snow, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Hail, Snow","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Snow","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Fog, Hail, Snow","Precipitation, Storm, Cold",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Fog, Snow, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Fog, Hail, Snow, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Fog, Hail, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
Hail,"Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Hail, Snow","Precipitation, Storm, Cold",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Cold","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Fog, Hail, Snow","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Hail, Fog","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Snow, Hail, Fog","Precipitation, Storm",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Fog, Hail","Precipitation, Storm, Cold",0.20408163265306123,0.8163265306122449,0.20408163265306123,1.0,1.2249999999999999,1.0,0.03748438150770511,inf,0.23076923076923067,0.25,1.0,0.625
"Rain, Precipitation, Hail, Cold","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Precipitation, Hail","Rain, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail","Rain, Storm, Fog, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Precipitation, Hail, Cold","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Precipitation, Hail","Fog, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Snow, Cold","Rain, Storm, Fog",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail, Snow","Rain, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Rain, Fog, Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail","Rain, Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Hail","Fog, Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Snow","Rain, Storm, Fog, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Precipitation, Hail, Cold","Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Cold","Rain, Storm, Snow, Fog",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail","Rain, Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail, Snow, Cold","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Precipitation, Hail","Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Hail, Precipitation, Snow, Cold","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Precipitation, Hail, Snow","Fog, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail","Rain, Fog, Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Cold","Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Storm, Snow, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Cold","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Precipitation, Hail, Cold","Fog, Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail, Cold","Rain, Storm, Fog",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Fog, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Cold","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Hail","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Fog, Storm, Rain",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail","Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Snow","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Fog, Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail, Snow","Rain, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail, Cold","Rain, Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Fog, Precipitation, Snow, Cold","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Rain, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail, Cold","Rain, Storm, Snow",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail, Cold","Rain, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Rain, Hail, Snow, Cold","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Precipitation, Hail, Cold","Fog, Storm",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
Hail,"Rain, Storm, Fog, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Hail, Cold","Rain, Storm, Fog",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
"Fog, Hail","Rain, Storm, Cold",0.20408163265306123,0.8367346938775511,0.20408163265306123,1.0,1.1951219512195121,1.0,0.03331945022907121,inf,0.20512820512820504,0.24390243902439024,1.0,0.6219512195121951
